origin_lat,origin_lon,dest_lat,dest_lon,cargo_weight_kg,hour_of_day,day_of_week,num_stops,traffic_index,distance_km,eta_minutes,is_rush_hour,log_weight,effective_distance,vehicle_truck,vehicle_van,vehicle_motorcycle
8.667180027136169,-2.421959750458238,6.758732345655257,-0.8623587203102718,64.34587469586384,5,5,5,1.1572220288990993,273.06177154355885,422.0036296674571,0.0,4.179694311771084,315.99309728041953,1.0,0.0,0.0
6.323869570763193,1.0838049221944317,10.420129020657054,0.2587453653071287,714.7916724336924,6,4,1,1.0360438212033445,464.4346193750227,515.6615556952024,0.0,6.5733891643353495,481.17461775641937,1.0,0.0,0.0
8.36510562256354,0.5252462900532593,9.848232833013364,-0.222804791268651,404.1409473364208,15,5,1,1.8555836989437104,184.23479512771027,364.4678900535401,0.0,6.004235024676901,341.8630826172133,1.0,0.0,0.0
7.780899074689091,-1.7693660866031538,7.860269184603973,0.5391732426644529,973.934664265125,4,0,2,1.0541929287322471,254.46307404157125,308.99534100725003,0.0,6.882370457742381,268.25317327809466,1.0,0.0,0.0
9.887633332819163,-3.104609728945407,9.128413371143788,-0.2256069381064152,18.369326562743915,19,0,6,1.2295631245854792,326.8209923923429,827.8707256266322,1.0,2.9636907097904555,401.84704058605627,1.0,0.0,0.0
7.064680384070138,0.2331236509150644,9.81165019390951,-1.759182470696427,433.4910953887791,21,0,1,2.446122381190765,375.912106674871,928.9522762128072,0.0,6.074175450568583,919.5270174979723,1.0,0.0,0.0
8.417745445752901,-2.6511225849488147,5.6210685513485,0.8775655770437494,443.8156555255023,10,4,3,1.291093222330188,498.328004941586,714.7239131167053,0.0,6.097659939091941,643.3879096774061,1.0,0.0,0.0
10.63635369406284,1.1916885027571178,8.7164462094672,-1.3961632783996687,98.147937554898,1,6,3,1.5804782490987552,355.0084179284453,664.903971260493,0.0,4.596613053487711,561.0830827828684,1.0,0.0,0.0
6.441191413502195,-1.3377632050071386,7.378638415103248,-2.262274235138836,1398.7297090880386,1,4,2,1.602016334192044,145.8789408008609,263.48982674991845,0.0,7.2440344320268,233.70044597761338,1.0,0.0,0.0
4.981724800768216,-2.224107455101494,9.569212190503071,-3.247209846251679,62.56046566610313,5,1,4,1.1623428519705452,522.431754003568,673.767275132198,0.0,4.151991668043552,607.2448149084815,1.0,0.0,0.0
6.849400480151291,-1.6812930404785709,8.404644390981147,-2.8611514956957134,730.0775592743522,0,6,7,1.0151127013515728,216.36596006988825,341.4893762585417,0.0,6.594519554360058,219.6358342070708,1.0,0.0,0.0
5.710370166542246,1.106535964147386,9.234713755738111,0.953378674047185,793.8530442372045,1,1,6,1.516645399917811,392.2526219248883,747.5582483925015,0.0,6.678157247551367,594.9081346480822,1.0,0.0,0.0
6.184185505607519,-2.417414911607472,11.081952434753148,-0.5448383993443104,477.06232661477065,0,6,2,1.054814506856804,582.1924277955852,638.4430467079302,0.0,6.169741114398835,614.1050186209657,1.0,0.0,0.0
10.43051193807861,-1.5927633558025682,10.696863589023536,-3.013151088504485,1117.8533495484014,10,0,1,1.0796054103907982,158.06234631219525,207.44882177812272,0.0,7.020059644806948,170.64496425771,1.0,0.0,0.0
10.789285478469564,0.479044307352817,8.951307554347068,0.8947729372829567,689.7473056704412,18,6,1,1.0406645797223968,209.3862454501688,328.84533012358656,1.0,6.537774063210238,217.90084912105053,1.0,0.0,0.0
5.360867368874154,0.7085067891451322,6.904910001226867,0.5919892464426599,602.7539595773792,11,4,1,2.590004098420693,172.1722722420063,482.3329540138713,0.0,6.403166763251495,445.9268907411996,1.0,0.0,0.0
10.33079252720382,-1.4150579567506876,6.491526597856293,-0.5379889326228926,950.119161002109,7,3,2,1.107257142173295,437.6682759039202,756.8083922415086,1.0,6.857639355434193,484.6113243972879,1.0,0.0,0.0
7.92143300830743,0.5547681407277802,10.212926448636082,-2.2322647984666104,1186.4563209942312,23,2,3,2.067208325044983,398.2030010893528,921.5422492246302,0.0,7.079568752911663,823.1685589098065,1.0,0.0,0.0
9.800607909722965,1.1560834823488868,8.158526454709286,-1.4277207255084905,172.589933883963,4,4,6,1.1071155846112637,337.441886715224,546.1770247377074,0.0,5.156695816005698,373.587171683053,1.0,0.0,0.0
6.995720893186245,-0.8563188374500745,6.0071781740118,-1.2896047629024483,379.2260334878399,18,0,6,1.886555482759965,119.89173455974102,376.9966642710625,1.0,5.940765900850182,226.18240917128182,1.0,0.0,0.0
8.111917469706938,0.6525607276673187,9.805791598481113,-2.452284922593197,2321.859019808999,0,4,4,1.0579221254868687,389.5745526282124,535.3829761819302,0.0,7.750554042082016,412.13953875203447,1.0,0.0,0.0
6.831225985068595,-0.7745218415376423,4.723729377468168,-0.9718828412884633,2762.165983854131,22,5,1,1.1886520636183269,235.35777065802435,299.9423585376418,0.0,7.924132396899056,279.75849978126956,1.0,0.0,0.0
5.267708797966592,-2.035286635257475,4.9174309241538285,-1.1392018530147991,25.29199758503425,4,2,3,1.3860701448451132,106.61576193475426,237.1604739584697,0.0,3.269264618549593,147.77692458767694,1.0,0.0,0.0
6.752904653075124,-2.640380536939645,9.217751835809302,-2.224199658651728,1740.8399410168954,15,5,2,1.1117626909676497,277.8829461267041,374.673044208739,0.0,7.462697270881535,308.93989195984295,1.0,0.0,0.0
9.945137458301232,0.0692133985552452,10.590944794076306,-1.8824644439349043,260.6172097395204,8,0,6,1.5178317670484611,225.2906252715304,499.0131305629235,1.0,5.566882403885265,341.9532678553397,1.0,0.0,0.0
6.831505242949576,-0.1566853445948068,8.501573834329387,-0.7471906363847971,116.83820326407202,7,6,6,1.182553842449364,196.7739942888213,476.89797457749575,1.0,4.769312524788236,232.69584304035484,1.0,0.0,0.0
6.886477072368594,-1.6253227038653535,7.097969715299375,0.7569407063730811,1237.1263967046143,20,1,5,1.1952803392381794,263.97467693988045,513.1199988118203,0.0,7.121354545532635,315.5237414029891,1.0,0.0,0.0
5.998541735790375,-1.5810514845063854,9.08545408446938,-2.3780275528943635,244.93456702057065,1,5,2,1.1655462262769678,354.31068249985043,473.7131664121147,0.0,5.505065512830098,412.96547891731757,1.0,0.0,0.0
9.487725105252265,1.0400416985689835,5.571699377301431,-0.2377806212884397,30.97103205141533,16,2,5,1.1119773079546733,457.6504167661508,613.9727207031741,0.0,3.4648302444216847,508.8968784199586,1.0,0.0,0.0
7.282944963728516,0.7403749933772437,9.282594254191698,-0.3887097645811339,1140.3224708971447,5,3,7,1.580115814069647,254.70283808668304,596.8322287464194,0.0,7.039942931226806,402.45998234918864,1.0,0.0,0.0
7.631802251204157,-0.7157783853618636,8.39088984122289,-2.0606782850969685,58.21728715222128,12,3,6,1.2271637673793967,170.45162327262724,321.28550695854784,0.0,4.081213511968988,209.1720561711709,1.0,0.0,0.0
5.078967820978929,0.3489330805978161,8.317953674313166,-1.263468708561419,588.1586019116535,12,6,3,1.1275701447784507,401.7628629762704,559.1690306869217,0.0,6.378695420598724,453.0158095727581,1.0,0.0,0.0
7.313897486873101,0.892660198530554,9.282616868257872,-0.6826730875375238,727.2191058832541,21,0,4,1.229158469164269,279.22062536130034,470.4566364223842,0.0,6.59060197253427,343.20639642818577,1.0,0.0,0.0
8.138756057677787,-2.5260149473523548,5.345500206554571,-0.0912243388800901,26.364479220447688,8,3,4,1.3205979073687195,410.7829624702905,781.2512667318246,1.0,3.3092457935522925,542.4791206209889,1.0,0.0,0.0
10.2832806230073,-2.1299402415619646,5.186328773800579,-0.2303252488366709,713.6640819166307,6,0,2,1.3587422796017523,604.1438237177373,857.0060749872974,0.0,6.57181261679491,820.8757562455576,1.0,0.0,0.0
5.357796398524036,-1.3133822445019323,10.417155548999386,-1.6053695046667409,1934.9815982386085,6,6,4,1.4806982728022766,563.4929331156283,924.9908493910292,0.0,7.568369762749308,834.3630128005996,1.0,0.0,0.0
6.072759180188877,-1.0030863765857112,8.304881346255184,-1.3806694379999194,208.90449875749567,11,6,2,1.1233653281638185,251.6714131489867,352.92611800679026,0.0,5.346652659457773,282.7189396215634,1.0,0.0,0.0
8.404888873361214,-2.090277515001789,8.587923793833783,1.1843751861358482,376.97353210409074,2,0,6,1.2170303939879503,360.7019646923675,649.894470945662,0.0,5.934824172279362,438.98525420177975,1.0,0.0,0.0
7.714123490438375,-1.3742468940583257,4.884676391285466,-3.2090481732298213,156.93228712101129,5,2,4,1.8136902788686864,374.2998979325082,822.6592475878988,0.0,5.062166378642557,678.8640862617317,1.0,0.0,0.0
8.403959273508054,-1.4247183984764364,10.61939173216828,0.3748875119661612,248.88753598442523,19,0,3,1.2274780094414144,315.6419059121825,678.0412911611176,1.0,5.521010960584353,387.44349836538,1.0,0.0,0.0
8.711335754950198,0.4598710656012903,10.870456955795772,-0.7526026629583091,175.84758778971084,18,4,6,1.5549277013131468,274.38796778192153,678.2857282569628,1.0,5.175288275692539,426.65345201112905,1.0,0.0,0.0
6.421246652590268,1.142387574970435,10.684771987233928,-2.773234123252688,701.0872773403631,14,1,7,1.1077955880505437,640.3427410418757,852.443726450337,0.0,6.554057722993562,709.3688633663817,1.0,0.0,0.0
8.981933429844041,0.1696484849401871,7.779861491415797,-2.950409761079088,1290.5659052896538,12,2,3,1.1719419927721966,368.3307875732552,563.2476218123146,0.0,7.163610641268482,431.6623171879533,1.0,0.0,0.0
9.074670714126876,-1.652762504626761,10.63669187652724,1.126206706874946,217.27190472870925,2,1,1,1.1188825123858024,350.4981650922116,435.9830538606323,0.0,5.385741554992543,392.1662675449874,1.0,0.0,0.0
9.283318648994944,0.8279209752956556,9.740635474799056,-1.2397054184631386,1127.8591961309694,1,5,1,1.2888423832748226,232.37967941948037,315.76120022244595,0.0,7.028962840810443,299.5007798476423,1.0,0.0,0.0
10.26799284660044,0.1320188634638062,6.693512286545989,-3.045379183535218,161.76461750426722,20,1,3,1.0946635751949774,529.1957701604047,626.8185498147297,0.0,5.092305092749913,579.2913337418481,1.0,0.0,0.0
7.406037676756702,-0.6431482166616922,6.562404622214451,-0.0463933028434957,319.7590093376658,10,6,5,1.1321755736930448,114.62040223654662,243.4856057626604,0.0,5.770690091449415,129.77041965908973,1.0,0.0,0.0
5.419516741485714,-1.3920039277845893,6.32569395158692,1.1219821177758045,1126.4694963761683,21,4,7,1.3413081331676493,295.7654228106239,627.3071102954422,0.0,7.027731016799038,396.7125671256584,1.0,0.0,0.0
8.648005447291732,0.2657135181844547,5.164545684203553,0.4716714525095535,126.86666695762484,20,6,7,1.2426086220281078,388.00949546420526,638.7888070044668,0.0,4.8509880566166546,482.1439444925975,1.0,0.0,0.0
5.62671333512624,-0.2460947901155186,9.518188344755703,-1.2936460994157972,441.84168903679017,6,1,5,1.6525626847546002,447.8471122783981,848.5899134276087,0.0,6.093212345085678,740.0954262263843,1.0,0.0,0.0
11.142800200045633,-2.4514909285036155,9.875183485825277,-2.0857185495401973,69.24494898871113,23,3,3,1.0880095980811162,146.51530157544988,201.92247855213705,0.0,4.251988405112321,159.41005437983875,1.0,0.0,0.0
5.089940424804764,-1.3186448333394514,5.382710448663316,-0.4649908033501644,722.1321292833057,14,2,2,1.3852881797414265,99.97457475852552,209.40227339780563,0.0,6.583591956890948,138.49359668766098,1.0,0.0,0.0
9.867678147425009,0.5274317435766531,10.864146999123117,-0.6454487276963148,176.67527802119255,18,1,7,2.0681080906258043,169.51381326888307,641.4716073397725,1.0,5.179957603485578,350.57288869420887,1.0,0.0,0.0
6.1453915313292695,-2.7017560352668184,5.29009281492631,-1.5595420830818736,322.0917193172299,7,6,2,2.213584583603023,158.1633550742292,454.8643641639607,1.0,5.777936243647896,350.1079644832447,1.0,0.0,0.0
6.12677698116423,-2.481916755271773,10.840494541984391,-0.1831685461328107,205.8306776861312,0,4,7,1.3144712467810282,581.893191443745,1016.5983753064196,0.0,5.331900476342785,764.881868850451,1.0,0.0,0.0
9.948407946666006,-1.0816706897438526,6.165618672700251,-1.2081813814328686,377.8070151196797,13,3,2,1.0055373812128938,420.85743536702535,505.6120996099173,0.0,5.937026880463779,423.1878834229334,1.0,0.0,0.0
9.97537883987831,-0.0754692977276572,5.353320500327638,-1.3265373977796813,236.26543980659835,1,0,4,1.5356720042678615,532.1101214905297,968.6188998888128,0.0,5.469179513587919,817.146616760577,1.0,0.0,0.0
7.866250229456741,-2.9003546094641464,5.2460340910196965,-2.180589866549065,1020.2917722696192,9,3,6,1.0091786328304189,302.0072947936632,525.101383039173,1.0,6.928823548416891,304.7793088646823,1.0,0.0,0.0
10.2012296104348,-0.3981139491639784,8.932953443290266,-3.1965586091411997,131.49934633049034,1,6,6,1.1248198879752895,337.69428760979366,507.5375056868768,0.0,4.886577712059318,379.8452507591433,1.0,0.0,0.0
9.936309687020534,-0.5701647010158739,5.046295806266562,-1.3189423558557984,531.4931662906367,19,0,2,1.149315581952041,549.9712932263631,855.8518970961719,1.0,6.277570064244213,632.0905769313741,1.0,0.0,0.0
6.238305359484277,0.8071499583375674,5.039982667684456,0.6100301028072819,2022.380754719785,16,0,2,1.0565800385065651,135.02090416840397,206.634395164268,0.0,7.612525032369329,142.6603921254435,1.0,0.0,0.0
8.372178974570872,0.1344708928746936,7.701275138727882,-0.7462269018935697,211.14610189518595,0,1,5,1.0520797840964642,122.34324794274738,246.50407675863957,0.0,5.35727519719334,128.71485788126586,1.0,0.0,0.0
5.879900202713009,-0.8813637391212352,9.55084233085215,-0.2309326049069211,188.6159834218109,22,0,5,2.5554922098450774,414.4320341197575,1222.4296681689689,0.0,5.2450008870157605,1059.0778347032895,1.0,0.0,0.0
8.16069957813365,0.9584194231557772,8.780494203757655,0.4834317111805282,1199.2013661717324,14,1,4,1.613337562313431,86.47942356233882,260.77868489506784,0.0,7.090244626841494,139.5205024003344,1.0,0.0,0.0
8.420685474731142,-2.287642884919236,9.952711704605395,-2.0775573517795323,262.37685607364153,4,5,1,1.861904934820009,171.90723305688056,319.3123381832236,0.0,5.573585919365365,320.0749255598593,1.0,0.0,0.0
7.97736696091263,0.8436958712157621,10.301392126527364,0.8708437168470597,394.31046762329134,16,2,3,1.097210013827045,258.4369912002957,357.6096239702823,0.0,5.9796714501526305,283.5596546882964,1.0,0.0,0.0
6.760765923562046,0.0071651494996469,9.96557499634458,-0.2302708544591873,531.5599606457832,5,0,5,1.5097756133153322,357.3142884206033,728.3388895064103,0.0,6.2776954933961395,539.4643989465478,1.0,0.0,0.0
8.942463776650158,0.530665617784877,8.356478016477116,-2.117467642750534,598.3504091002678,19,5,1,1.0066924130214987,298.3112327074576,440.38180792642896,1.0,6.39584641722611,300.3076546856883,1.0,0.0,0.0
7.997402560283281,-1.3903561975425274,10.866263091021883,0.485022590537596,25.60707683505049,2,2,7,1.4505266461981554,379.5670145884796,678.4913404031918,0.0,3.281177226834047,550.5720686784737,1.0,0.0,0.0
6.501347030219059,-2.32091078216355,5.668615134405632,0.4251930841068367,572.9507159655537,21,5,1,1.0769886068638623,317.4345425331466,369.2922222779537,0.0,6.352543531946138,341.87338573324104,1.0,0.0,0.0
10.654170656410887,-2.264311971258269,8.788323041354023,1.1900016064245629,129.174199110034,18,0,4,1.3431991624421236,431.6918990217892,921.5684513966588,1.0,4.8688735466200805,579.8481971991171,1.0,0.0,0.0
4.984724477616987,-2.774436775020071,7.799551260685428,-2.5083994417776747,871.7357406475736,14,5,7,1.093003471376553,314.3717516049263,510.0386989522041,0.0,6.77163280743583,343.60941580691195,1.0,0.0,0.0
7.696375360559559,-2.108360682071998,5.308539141204757,-1.283865175983033,15.348051803132996,4,4,5,1.1761570033377575,280.7035592413106,483.4367366589832,0.0,2.7941087344719673,330.15145706350256,1.0,0.0,0.0
4.950522995602332,-1.8987570950652968,5.837627069067074,-1.3397438423866492,388.4496541424801,23,0,3,1.5750118624505005,116.44617875203318,258.6447707928891,0.0,5.964734599299008,183.40411287148368,1.0,0.0,0.0
10.351471301025478,-2.483870784697903,4.930267647564808,-0.335952186423734,386.1175864832871,14,1,4,1.1548750467496989,647.588650330203,910.6672045597202,0.0,5.958728487921526,747.8839728246676,1.0,0.0,0.0
9.904634328104423,0.5435659100134922,8.762896460688737,-1.6521643032227804,1181.329228724984,7,2,2,1.086092260468397,272.3207878237601,453.8693109091344,1.0,7.075241694482613,295.7655000200423,1.0,0.0,0.0
5.779407110690825,-2.943449299468681,6.182341814601401,-0.8322405485042896,1799.7648499687753,9,1,1,1.4483257520628054,237.7373314495505,439.653117195001,1.0,7.495966770282061,344.3210993650747,1.0,0.0,0.0
8.69283202806526,-2.9985525857002875,7.689774078166387,-0.1578390436496719,534.340865001275,10,3,4,1.564840501844015,331.9446240490369,591.2612343052565,0.0,6.282903674857826,519.4403920813178,1.0,0.0,0.0
8.139645425046101,-1.575510495871852,9.701443600082792,-1.9766490543021416,1520.760714601735,18,5,3,1.073078126785803,179.16694974825717,322.5973177716494,1.0,7.327623308322951,192.26013481778588,1.0,0.0,0.0
7.641301554908496,0.7899332543567814,10.880657726742418,0.3926244131828889,256.5755181897441,21,1,2,1.1147466233942138,362.82872543367176,486.13888017364894,0.0,5.551312951630503,404.4620965476119,1.0,0.0,0.0
4.727987541839911,-1.9779886870571808,5.230745664098154,0.671788983514837,1610.5136167046198,11,3,3,1.043171031116811,298.8049072612787,432.5214941964005,0.0,7.3849291509279045,311.70462321051116,1.0,0.0,0.0
8.349707966256211,-2.4415984899545395,10.953957735637973,-1.6658492997579009,235.5524743151136,21,6,7,1.4216312287373507,301.8051890871923,600.4549314167114,0.0,5.466170062031387,429.0556818013336,1.0,0.0,0.0
6.112656714029262,0.0790981688843519,7.0872385517285945,0.6502575175661245,162.2445364893999,8,5,3,1.0415585688829176,125.39490553223426,261.8298828734544,1.0,5.095249300456533,130.60613835136257,1.0,0.0,0.0
7.992972408439048,-3.2209354289310603,8.788705976623755,-2.098334825529073,1204.6352778369403,3,5,4,1.1629703348085354,151.91711991969075,313.6010081025259,0.0,7.094761908527288,176.67510381615116,1.0,0.0,0.0
8.300877317809586,-2.8358751627137737,10.463572295482551,0.4356361029290614,105.06194386418794,7,4,1,1.000882505162588,432.00610199804726,591.7535695095501,1.0,4.664023299508103,432.38734961333006,1.0,0.0,0.0
4.876683867734303,0.3730877028672266,8.794132303210837,-2.7556850652451086,1130.5501710527008,12,5,7,1.0570097673337413,555.8967807509165,778.8005400211855,0.0,7.031343804393463,587.588326883102,1.0,0.0,0.0
8.66688468607503,-2.198722322779348,10.198846880279294,0.5520981443388169,345.08747031001224,0,2,4,1.2359414516597498,346.4958506657528,517.9862089929497,0.0,5.8466915474722825,428.2485846659104,1.0,0.0,0.0
9.408340616478208,-0.5214100038823615,8.416006213027984,-2.991903366092303,172.49595937037532,2,5,1,1.026997329437653,292.9601448232253,332.76764894732105,0.0,5.156154310184168,300.86928636512044,1.0,0.0,0.0
11.09975752930556,-2.797727789975299,9.26770341305595,0.6981023393807098,948.3123898224784,19,4,4,1.149398339994811,433.43213240516417,838.9505876274444,1.0,6.855737922337902,498.1861734869068,1.0,0.0,0.0
6.183928604971186,0.5584674074249776,8.075614267039395,-1.794501576358901,344.91928134973944,9,5,2,1.1185990664142782,334.1239719683415,566.7118761739293,1.0,5.846205456944463,373.75076311041727,1.0,0.0,0.0
4.941544301825822,0.4414809326293181,8.042921308543033,-2.230310567733926,63.60745075488101,3,6,4,1.4329925554426346,453.9142991328844,717.483421511639,0.0,4.168329740900647,650.4558114663845,1.0,0.0,0.0
7.713567406850077,-1.743580395440091,10.057204670981518,0.4195652556452574,226.37638776619644,13,0,3,1.0586088129043836,352.67386033977454,417.1291763141135,0.0,5.426606740244384,373.3436566366951,1.0,0.0,0.0
8.052411895872332,-1.6901134713922903,6.659061070609587,-0.5343578696536277,46.27046778757631,11,2,4,1.0440082781570248,200.6208396736428,313.6721802704668,0.0,3.8558857408335285,209.44981739009634,1.0,0.0,0.0
8.075944761743953,-1.0976538244298744,10.80570722351116,-0.8370313471263455,1356.3106385493404,23,5,6,1.024615672495347,304.8786878246203,471.0529932046175,0.0,7.213260549296734,312.3834817549223,1.0,0.0,0.0
5.263847493872026,0.7318947707605234,9.86947709777408,-1.4303934487401773,560.4765847291266,3,5,1,1.2340978089475756,564.8398985032342,732.3310950504334,0.0,6.33057007202514,697.0676811490123,1.0,0.0,0.0
10.982095564474497,-1.1106903776849144,5.615885930683025,-0.959479717371007,660.4379241119078,3,4,3,1.4202880187557807,596.9270187866822,962.6722292068032,0.0,6.49441613805099,847.8082928543315,1.0,0.0,0.0
10.980929767192722,-1.534611791816229,5.924589712085717,-0.2493079713566133,269.7568162430767,8,1,1,1.1499377340061057,579.727365884828,1017.9352179941292,1.0,5.60122106097723,666.6503734669277,1.0,0.0,0.0
6.192764194992559,-0.2519041689820116,8.816819465548994,-1.7012012619957662,10.0,12,5,7,1.1605743923173146,332.65529136182016,541.8635233557309,0.0,2.3978952727983707,386.0712126233837,1.0,0.0,0.0
10.93272159840902,0.7751669215924455,10.848080561334058,0.0513809357873085,71.45833235050364,5,0,3,1.4185813522674062,79.59029368123657,247.24335265595263,0.0,4.28301167044227,112.90530643768858,1.0,0.0,0.0
5.67093201639298,-2.3918167789662963,4.973065268478387,0.9911104590341342,725.386327870387,3,0,5,1.0980445404796528,382.4941728042684,617.9699987659022,0.0,6.588082005345617,419.9956382130078,1.0,0.0,0.0
6.246912169611918,-1.7986069937079148,5.676691531465842,0.9482865783866296,2130.956797350141,3,2,1,1.152431801603856,310.3333988108087,369.33213705463214,0.0,7.664795521173356,357.6380778893882,1.0,0.0,0.0
10.228468914740088,-2.392620335456275,9.595196309861969,0.4439108126311577,588.4541768724371,16,0,4,1.217828216945016,318.5770930343984,466.71957506812606,0.0,6.379196984763479,387.9721731696079,1.0,0.0,0.0
7.987210546451811,-1.9584643849439325,5.277442938301773,1.14544807803155,67.22184884639823,4,4,5,1.160383358099296,456.3968625705522,719.4534032952984,0.0,4.222764877860416,529.5953240156002,1.0,0.0,0.0
6.339630105890944,-1.5265814712101402,7.837119827154018,-3.084928947656464,297.41632906833564,5,4,1,1.0250878972750306,239.3610779716132,255.4690715206474,0.0,5.69848958891128,245.36614410740563,1.0,0.0,0.0
6.553937055710138,0.2629871431733619,8.689893754837136,-2.54864644807669,2145.670787740901,8,1,2,1.335769401632756,390.412149975235,786.2961790798724,1.0,7.671673450183525,521.5006039625774,1.0,0.0,0.0
8.875063175864977,0.5707657035712517,10.70559209101708,-1.8200818445584976,113.48932155099308,13,4,2,1.3134542923810024,331.74815438187363,498.1192368343167,0.0,4.740481557081785,435.73603736234736,1.0,0.0,0.0
5.031136578519645,-1.4810915386212358,10.443918396348854,-1.6675672185699555,1595.8620314773686,22,1,1,1.4383957909605267,602.2241987381667,901.4589382250552,0.0,7.375795752170752,866.2367526795547,1.0,0.0,0.0
5.416105293189865,0.585012783094427,6.424399497378438,-1.8925146395025336,135.3317098459224,6,3,1,1.1848247448866571,296.06524781739324,381.1042370130308,0.0,4.91509095908317,350.7854317150479,1.0,0.0,0.0
6.636186477180187,-1.0552353277948852,9.343612122364052,-3.1894980050589337,986.49926244315,7,6,4,1.4584100503085402,381.9077718951379,883.7234738147413,1.0,6.895175749881985,556.9781328228106,1.0,0.0,0.0
8.971603429757103,-1.246671481603158,8.03913283788305,-0.5645351252613819,807.9370028300815,17,1,1,1.1040476065063989,127.97670951964272,228.3656858026554,1.0,6.6957210436062615,141.29237983372622,1.0,0.0,0.0
8.773258683021801,-0.8200364934069224,9.645179237920132,-3.169663047181132,501.3051173529843,21,5,7,1.0237821988507003,275.5179918812878,517.2103664384185,0.0,6.219207738545999,282.0704155511542,1.0,0.0,0.0
